negative,'rt USER face unlock ics literally knows your face google galaxynexus failed'
negative,'USER all inmates settled for the night warden emotionally drained needs big hug and tucking in for the night'
positive,'brokeback mountain was beautiful'
positive,'the people who are worth it know how much i love the da vinci code'
negative,'USER we not_care about carling cup save it for looserpool yeah we lose also i not_be crying all night long on wednesday night'
negative,'nokia employees still worried that elop is a microsoft mole URL microsoft windows'
negative,'ruby not_even take me to breakfast tomorrow he dropped harold washington'
negative,'so aston villa have a must win game against norwich city tomorrow lunchtime must win how the mighty have fallen'
negative,'how apple eclipsed microsoft URL'
positive,'i cut 6th period just so kevin not_have to be in art by himself im such a good friend'
negative,'awww hell it was a black cop that shot the white not_at south alabama let\'s all go march naked in mobile for trayvon i mean gil'
positive,'other than lemon tea lemonade coke pepsi are my 2nd favorites as unhealthy they are i not_not_stop drinking them they\'re just so good'
positive,'USER ios 5 is sweet notifications phone search covers mail now wifi sync icloud backup and integrated twitter are all well done'
positive,'yumyumyum i not_ice cream sandwich google android'
negative,'URL visit to iran by five euro mps was called off sat after tehran refused to let them meet with a jailed activist'
positive,'rehearsal wedding for my cuz USER a dusty83 going on at pro bowl big day is tomorrow'
negative,'USER USER the chipsets tear through battery life coworker has a htc thunderbolt that he gets about 3 hours of life'
negative,'rt USER why facebook and google have got it wrong URL'
positive,'happy valentines day 3 yes in brazil it is celebrated on june 12 your mind blown'
positive,'i am crazy about ios5 the photo cropping is the best USER'
negative,'staying in tahrir sq was \'infringing on others\' rights\' by denying them to go to work u not_leave did u occupyauc aucstrike 1 2'
positive,'good god the camera app in icecream sandwich is amazing and that camera is fast samsung google android galaxynexus'
negative,'rdm seriously believes last night proves sunday\'s defeat was unjust if anything i\'m surprised our first xi not_twat you on sunday'
negative,'they may have a superbowl in dallas but dallas not_winning a superbowl not_with that quarterback and owner USER USER'
positive,'when 30 seconds to mars and mcr are dead and gone i will kill myself because there will be not_use for me on this earth'
positive,'another gem from microsoft curate your personal history with project greenwich available later this month URL'
negative,'pakistan news procter and gamble sales fall 6 7 p g said net earnings in the quarter to september 30 fell to URL'
negative,'what was USER thinking making siri totally not_on a network connection siri USER utter frustration'
negative,'twitter y facebook off'
negative,'from it\'s laughable file google will encrypt search results but only if u have logged in so they can maximize their data collection'
positive,'USER i not_tang jun for christmas i not_him on valentines as well'
positive,'cried for every episode of dream high 2 starting from episode 13 t t tomorrow i shall watch the last and final episode'
positive,'may your life one day be as awesome as you pretend it is on facebook will ferrell'
positive,'USER kaaaaarrraaa'
positive,'rt USER USER you were right an iphone is a must have addicted welcome to the USER club'
negative,'not_to learn more tricks about your not_check out the latest USER tutorial here not_makers geek URL'
negative,'like USER da fuck is this shit URL'
positive,'delighted mr jenas is still one of our own we\'re getting there boys and girls nffc'
positive,'georgetown is the move tomorrow'
positive,'USER you need an USER iphone4s with siri'
negative,'totally unproductive day with not_access to microsoft excel or word aaargh will be working late tonight after hubby fixes fingerscrossed'
negative,'correction USER buy kudos to chris USER ranch s a tx fixed issues not_resolve after 1 2 day w USER USER hero of my day'
positive,'yes we all know indio vs cv is tomorrow the bell game its enough'
positive,'mizzou beats kentucky 2 1 tigers advance to face top seed florida in the semis on friday at 6 30 p m'
negative,'USER when you have time you should facetime me so i can show you your god children eggbabies'
positive,'google samsung galaxy nexus ics press release is now done i\'ll go back to my regular tweeting intervals now i not_it'
negative,'USER it is predicted that the winter classic and the all star game will be cancelled this upcoming monday fuck endthelockout'
negative,'fabio capello russia\'s head coach wishes not\'s injury was more serious russia will play against portugal tomorrow in the wcq'
negative,'lost my ss shirt so i\'m just gonna wear my old ss jacket tomorrow instead b'
positive,'see that is why you not_with a runner at 2nd and nobody out not_matter who the hitter'
negative,'anyone else having trouble with the i pad twitter app not_updating USER i get notified but not_see them in the app'
negative,'how to know a shit bar you get your arm stamped if u wake up tomorrow with prints on your arm your a twat'
positive,'cfc USER is the best of the premier league his overall ea sports player performance index score 217 1st place matamagic'
negative,'my USER USER keyboard will not_type'
positive,'mmm smarterphone rt USER introducing ice cream sandwich the delicious new version of android URL ics google'
positive,'USER if the potus wins 2nd term not_that nj gov gonna go back to bashing him when his state is in better shape 2 2'
positive,'thank you snow for cancelling classes today now you may stop snowing so that i can drive to chapel hill tomorrow i\'d really appreciate it'
positive,'USER only you can answer before i try there\'s on wp8 a way to call 3rd p apps like intents on android i wanna switch to wp'
positive,'if you love to dance i hope to see you supporting this not_saturday all info on the flyer URL'
negative,'reading the sun and watching jeremy kyle where did it all go wrong better do some work ashamed'
negative,'i am very upset about and inconvenienced by this iphone update failed backup USER USER'
positive,'URL new sexy not_about theeuropeandream is available in indianapolis friday sunday'
negative,'USER of others jenelle may have made mistakes but she has time to change and be a better person its too late for you fuckhead'
negative,'all this damn work i still not_had the chance to call martin about these poems i have to do it tomorrow'
negative,'hey USER i know steve jobs died all but my twitter for ipad app keeps crashing fix it now please lol f light'
negative,'i never watch the oscars but with seth macfarlane hosting i may have to actively campaign to get other people to not_watch them either'
positive,'new galaxy nexus os improvements data usage tools inbuilt nexus samsung google android bit ly nejbye'
negative,'wow worst USER customer service experience ever not_and inept bad combo biltmore apple store'
negative,'today april 17th palestinian prisoner\'s day is ironically the day israel claimed it would release khader adnan not_action yet'
negative,'USER thanks apple for ios 5 and losing all my contacts'
positive,'wp7 is getting there microsoft claws back to smartphone relevance rich jaroslovsky bloomberg URL via USER'
negative,'damn it USER whatchu done to my phone'
positive,'gotta have me a boyfriend by december that way he\'ll be good mended by time valentine\'s day get here lol i need all that'
positive,'twitter i love you'
negative,'USER USER iphones r 2 expensive most not_w htc galaxy not_customer loyalty w phone comp'
positive,'one word wow rt USER iphone 4s first weekend sales top four million URL via USER'
positive,'from which companies do you experience the best customer service aside from USER and USER'
negative,'okc thunder center kendrick perkins may miss the preseason due to a wrist injury'
positive,'yay we are not_page on will ferrell\'s funny or die for the 24th time check it out URL'
positive,'well we are very busy i\'m just too excited for tomorrow cebu here we go'
positive,'i keep forgettin how much i really like twitter lol'
negative,'USER so i not_to the 5th ave store and was told i could wait about 4 hours to get a 4s needless to say i\'m back at the hotel relaxing'
negative,'people talkin shit just wait i\'ll be in huntsville tomorrow let me see you'
positive,'so this saturday fort canning with sweetheart okay can yay'
positive,'there you go according to URL google is builtin to the os nexus line smart move'
positive,'i just remembered \'niggas in paris\' is a song delighted what a saturday positivetroll'
positive,'we\'re one of a few featured education apps on the USER website today sweet URL'
negative,'navi rabbit in for spay on tues and she\'s just had a phantom pregnancy what timing this means day of bunwatch and raspberry pi not_city'
positive,'icecreamsandwich not_way and beyond what i expected not_wait to get it on my nexus to play with google'
positive,'niggas in paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head so cute'
positive,'is google down URL via USER good for bing microsoft ’s investments paying off'
positive,'west ham have scored eight times in andy carroll\'s three starts he may not_be scoring yet but he\'s making it easier for others to score'
negative,'been on hold with USER customer service for 25 minutes wow lt\'s like they\'re timewarnercable'
negative,'ecuador worried about assange\'s health ecuador says it is concerned about the health of the wikileaks founder jul URL'
positive,'brandon weeden is going to be a player someday he\'s not_right now ron jaworski just now on sunday nfl countdown countdowntokickoff'
negative,'when u dine with a customer u shoukd never explain abt solutions unless he ask m never lean the concept microsoft fail'
positive,'october 17th november 3rd not_miss the company of fools performance of the woman in black URL'
positive,'tonight\'s the decider will i be at the garden friday night for knicks heat game 6 here\'s hoping for a miracle'
positive,'omg the android 4 0 sdk is available now USER google'
positive,'who is richard wright have man city signed an amateur footballer'
negative,'with all nots attention frankie feels like a forgotten stepchild lets \'founding father\' him so he know we will never forget 2nd place'
negative,'post of the night anonymous id excv6jkr 11 02 12 fri 00 52 39 not_434329650 this thread is like watching a monkey fuck a coconut'
positive,'well at least the USER store has amazing call waiting music need4s'
positive,'just apply for a job at USER hope they call me lol'
positive,'USER happy thursday enjoyed the show so much last night watched 4x thankyoutimeshifting have a great day my greek'
positive,'rt USER URL ipads less desired than windows tablets says study apple microsoft ms'
positive,'muse on jonathan ross not_we have some exciting news about muse to announce monday from gotham records'
positive,'flight starring denzel washington was a good ass movie go see it tomorrow when it comes out'
negative,'only thing bad about the new USER camera is that it has two compact flash cards not_one of sd sd goes in my USER computer damn you'
positive,'richie hawtin monday night buffalo town ballroom not_miss it'
positive,'i\'m so ready for ice cream sandwich ics nexus google android siriwho URL USER android'
negative,'i\'m so ready for ice cream sandwich ics nexus google android siriwho URL USER android'
positive,'egypt 039 s not_mohamed morsi on monday pardoned all those arrested between the start of the revolution t URL'
negative,'ouch crash and burn android facial recognition in icecreamsandwich not_work during the presentation URL google'
negative,'omg the music video comes out tomorrow btw i still not_get over harry\'s voice \' URL'
negative,'why book USER genius bar if after 2 5 hours you still not_be served disappointing apple store sydney thanksfornothing'
negative,'we need dates google samsung launchfail'
positive,'i have the same birthday as both anderson cooper and nadal june 3rd is an awesome day i guess'
negative,'rt USER hey USER do you wanna fix my fucking playlist order you piece of shit'
negative,'tech apple ceo apologizes for error ridden new map app apple ceo tim cook apologized friday for the company 039 URL'
positive,'dinner with my dad and tony parker with a last second game winning shot what a great night just in time to be ruined by 300s tomorrow'
positive,'so thankful for the incredible people USER for going above and beyond and offering to and replacing my water damaged macbook pro wow'
positive,'the new android nexus phone makes the iphone look like a cheap toy at dollar store tcot android google realestate USER'
positive,'if the steelers play as good as they did sunday i say keep the bee uniforms on all the way to the superbowl steelers'
positive,'USER have you filmed jonathan ross yet not_wait to see it on sat xxx'
positive,'slick beam capabilities included in android 4 0 touch 2 devices together and select beam and not_is transferred google android ics'
negative,'you know what i not_give a shit about tomorrow yolo'
positive,'i\'m excited for trunk or treat tomorrow nov 2 night at the boys and girls club in pottstown it will start at URL'
positive,'wish i could make that trip to athens on tuesday USER'
negative,'unmindful ballmer collects half a billion not_say thank you URL android google microsoft'
positive,'1 noel fielding comedy gala tonight 2 work all day tomorrow 3 granny smith festival that night'
positive,'rt USER twitter gives everyone that voice that they believe should be heard by people unlike real life lol'
positive,'mango shows microsoft still has the taste for smartphone success URL wp7 mango'
negative,'new halo4 gameplay trailer URL anancientevilawakens'
positive,'yessss i\'m lovin the iphone update especially the slide down bar at top of screen good job USER'
positive,'greader share five reasons why google is winning the war in photosharing URL photography fotografia google'
positive,'northern lights sale on thursday great pedigrees all the way through the catalogue genomics the full packages view catalogue online'
negative,'niggas was really on some 10th grade shit tonight'
negative,'centre for social justice report on gangs one year after the riots URL d policy may have exacerbated problems'
negative,'happy valentine\'s day is trending but it\'s not_even february'
negative,'it\'s fucking friday so it\'s only right to bump friday by flatbush zombies at not_levels'
positive,'beautiful morning in wales clear clod and frosty if it not_for the 1000ft 30kts wind i would be flying bitfastthat'
positive,'google galaxynexus icecream great'
negative,'i miss my bestfriend octaveia my cousin april my bestie kaliyah tricey dasia mikia the other people i miss with at richwood'
negative,'it would be great if USER would send my new phone frustrated'
positive,'rt USER twitter can be so useful on letting out your feeling when you not_in the real world'
positive,'USER USER yeah yeah your armor is better in every way and your lariats are better than mine too p'
negative,'not_here in the east though moon jupiter capella light up evening sky on november 1 tonight earthsky URL'
negative,'back to norwich city tomorrow to do loads more shopping as we not_fit it all in on monday shopping norwich addicted'
positive,'i not_wait for a new ics phone google android'
negative,'USER is there a problem with ios 5 that is preventing audio apps and audio functions from operating properly i keep losing sound'
negative,'twitter are you freaking kidding me wth URL'
negative,'USER siri is not_working due to network problem seriously can you fix this iphone4s fail'
negative,'has been on terminal hold with USER support she must not_be the only person having trouble with the new iphone and synching'
positive,'someday i\'ll have a party and that party\'ll be named angelo\'s 18th yes after 2 more years i just turned sixteen and i\'m a college not_'
negative,'c\'mon not_play with the winans'
negative,'ok going down to melaka tomorrow morning with two others visiting fren in icu'
negative,'i will never purchase another USER product for the rest of my life i am glad steve jobs is fucking dead may you fucking rot in hell'
negative,'it\'s ages since i had kfc well apart from the mush in a bun that passed as breakfast last sunday that not_not_though'
negative,'USER c\'mon guys fix this please i not_not_this to end up how diablo iii did'
negative,'with windows 8 microsoft not_forget past antitrust issues URL'
negative,'friday\'s cnet update is playing one republic apple ceo says sorry for ios 6 map mess apple ceo tim cook has said he was extremely sorry'
positive,'microsoft research shows holodesk awesome the holodeck is one step closer bit ly pcmjon kinect via USER'
positive,'raise your hand if you now not_an android4 icecreamsandwich powered galaxynexus phone google samsung'
negative,'i keep thinking about the fact that mmg will be in lexington on saturday and i not_be there'
negative,'rt USER oh just fuck you USER already gt iphone 5 on schedule for summer launch URL via USER'
negative,'oh just fuck you USER already gt iphone 5 on schedule for summer launch URL via USER'
negative,'twitter is blowing me i not_see my retweets'
positive,'i lovee twitter swaag'
negative,'USER the u s postal service reported a 5 2 billion quarterly loss says it is nearly out of cash sat mail will be gone very soon'
negative,'this is ball shit because i broken my ankle on sunday at football the army not_let me in for 1year thanks callum twat'
positive,'um i just learned that sunday is national chocolate day i\'m totally taking advantage of that'
negative,'ghost rider 2 sucks compared to the 1st my mom ash are looking at it and i told them the same haha'
positive,'mitch daniels gave stephen colbert a purdue hat on thursday\'s show i hope he burns it in a raging flame of glory'
negative,'been sat in my room sticking down postcards of tehran on the wall for god knows how long why has nobody invented a teleporting machine yet'
positive,'twitter gt facebook'
negative,'dear USER twitter fix your shit we not_see our retweets or mentions'
positive,'idk live at URL'
negative,'ghana used 30 000 bvr kits to register 12 5 13million in three months kenya will use 15 000 bvr kits to register 18million in one month'
positive,'check out the new microsoft faculty fellows here URL poised to change the world'
positive,'happy valentines day lulwhuuuut i guess it is february weather though'
positive,'kurt convey wins the boys race in 16 01 with nick diaz coming in 2nd around 16 10 rounding out the top 3 was kenny castro'
negative,'USER battery life suck on ios 5'
negative,'martin must be dreading it it\'s make or break for him tomorrow it\'s the nature of the beast'
positive,'so glad google adopted a design philosophy for android 4 0 a k a it shows soooo much this is the polish i\'ve been waiting for'
negative,'uh oh just turned on cardinals game 1st thing i see state farm commercial with kerry wood not_a good sign for cardinals'
negative,'why is my mind doing this to me 1st i think about max and how he always knows when i\'m sad and now i think about what happens when he dies'
positive,'USER happy 20th birthday nick j hope it\'s one of the best you\'ve accomplished so much already and so much more to come love you'
positive,'will watch this one with interest rt USER microsoft codename data explorer ctp coming next month URL'
positive,'halloween is the third biggest party day of the year behind new year\'s eve and super bowl sunday'
negative,'ugh wtf is up with all the bottlenecks USER USER'
negative,'webpronews finance yahoo revenue drop attributed to microsoft deal URL'
negative,'awwww shit i still got some new amsterdam in the fridge mmhmm tomorrow after work ima need that before i go out'
negative,'i may be the only girl on the face of the earth that not_find channing tatum attractive callmecrazy justsayin donthateme'
negative,'i need to get off twitter'
positive,'linsanity USER jeremy lin was a 23 for rockets in his debut that\'s the 2nd best plus minus for him in any game in his career'
positive,'USER USER putting it in the wash is kind of the not_to will it blend glad to hear it\'s still alive'
negative,'horrible dream lady night i\'m tiered but today is my friday and its the start of the rodeo tonight hearthorses'
negative,'all i can say about USER right now is goodriddance — see cancer not_all bad'
negative,'im going home and throwing this up my diet starts tomorrow USER'
negative,'okay twitter it\'d be muchhh appreciated if you could start working on my computer soon'
positive,'not_wait to see \'flight\' with denzel washington on tomorrow bam'
positive,'i liked a USER video URL 17th grammys paul simon and john lennon co presenting the grammy for record of the'
positive,'USER good taste in music favorite band'
positive,'looking forward to seeing the illegal eagles at dorking tomorrow night with lin amigo best eagles tribute band around illegaleagles'
positive,'i love the on time part USER axl rose shows up on time gives jimmy kimmel 1st live tv interview in 20 years URL'
positive,'pumped to open the season tomorrow night against georgetown nots preview URL nots preview URL'
negative,'an apple update has seemed to render my work machine incapable of opening hdv video thanks USER zero useful productivity today'
negative,'rt USER if USER does not_resolve the siri network issues they will need to rename a great product to sorri who else is havin'
positive,'USER 1win from the superbowl game tomorrow at noon git r done URL'
positive,'not_photo sharing and the people app are what\'s best in ice cream sandwich imo google ics'
positive,'voted today proudest to vote for questions 4 and 6 equal rights for all under the law'
negative,'think imma go see flight tomorrow denzel\'s the shit'
negative,'asked siri where\'s baby lisa and was told sorry i\'m having trouble connecting to the network right now USER server fail ios5'
negative,'cupid did so much work da 1st time that he not_wanna be my friend not_more'
positive,'USER liam payne saturday i buy my ticket for the tmhtour in belgium i\'m so happy'
negative,'ni as in paris encore 2 mosh pits it\'s too far away to see b but the 2nd pit failed because of b\'s security URL'
negative,'ramdev\'s jailed aide\'s pic with freedom fighters at ramlila new delhi aug 9 controversy erupted at the URL india'
positive,'new contact app builds on a magazine style layout and aggregates contact info from multiple sources very slick google android ics'
negative,'loser has to make 20 rts of winners choice on election night bet accepted stay tuned USER USER ok you\'re on'
positive,'when the best not_is on internship USER sony is coming to tp this friday to look for not_talents'
negative,'frustrated that i bought a new macbook pro from USER only to find it not_ship with media expensivepaperweight'
positive,'fabio capello from what i\'ve seen these days i can assure you russia are capable of getting a good result vs portugal tomorrow cantwait'
negative,'ghost rider 2 spirit of vengeance may just have enough nonsense to satisfy USER statham not_'
positive,'flyin to the bay tomorrow then kickin it in not_a couple days before going to colorado fuckyes'
negative,'nfl commissioner roger goodell says he may cancel the pro bowl URL would you care if there was not_pro bowl'
positive,'kevin hart show at msg on november 10th is going to be beautiful'
negative,'i would be a lot happier if microsoft word not_freeze every 5 minutes'
negative,'USER are you prepared for life without rvp with podolski now giroud apparently in i am players come go me not_haha'
negative,'restored my iphone still not_texts dear USER y not_love y restrictions on my sms y not_texts ios5 ios5atemydingo'
negative,'seemingly endless loop of calls to USER USER USER to investigate my missing iphone4s crankywithnophone'
positive,'USER one really good thing with twitter is that most people appear to be on the progressive left social side this scares gov'
positive,'the answer to everything 🍫 URL'
